College,Course,Category,Cutoff Rank,Score
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electrical Engg[Electronics and Power],EWS,86314,58.5474069
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electrical Engg[Electronics and Power],EWS,72066,67.1534217
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electrical Engg[Electronics and Power],EWS,59495,74.0797795
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electrical Engg[Electronics and Power],EWS,139056,7.5928328
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electrical Engg[Electronics and Power],EWS,66072,70.6180504
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electrical Engg[Electronics and Power],EWS,29786,87.7770341
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electrical Engg[Electronics and Power],EWS,77843,63.9730640
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electronics and Telecommunication Engg,EWS,33662,86.0518493
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electronics and Telecommunication Engg,EWS,51008,78.3308876
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electronics and Telecommunication Engg,EWS,110733,39.9066862
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electronics and Telecommunication Engg,EWS,52986,77.0079706
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electronics and Telecommunication Engg,EWS,37986,84.2160540
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electronics and Telecommunication Engg,EWS,44928,81.0174211
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electronics and Telecommunication Engg,EWS,36753,84.5158411
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electronics and Telecommunication Engg,EWS,34208,85.9227307
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electronics and Telecommunication Engg,EWS,47231,79.8081214
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electronics and Telecommunication Engg,EWS,64594,71.3590844
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electronics and Telecommunication Engg,EWS,38234,84.2081516
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electronics and Telecommunication Engg,EWS,34744,85.4752553
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electronics and Telecommunication Engg,EWS,34988,85.4445126
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electronics and Telecommunication Engg,EWS,141925,2.5768942
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electronics and Telecommunication Engg,EWS,30906,87.2543136
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electronics and Telecommunication Engg,EWS,58052,75.0737739
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electronics and Telecommunication Engg,EWS,87898,57.7272051
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electronics and Telecommunication Engg,EWS,37071,84.4681938
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electronics and Telecommunication Engg,EWS,73312,66.6716379
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electronics and Telecommunication Engg,EWS,35778,85.1907088
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electronics and Telecommunication Engg,EWS,37742,84.3950599
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electronics and Telecommunication Engg,EWS,57289,75.1687111
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electronics and Telecommunication Engg,EWS,40123,83.3483950
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electronics and Telecommunication Engg,EWS,116310,35.1345873
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electronics and Telecommunication Engg,EWS,24299,90.1268014
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electronics and Telecommunication Engg,EWS,46047,80.6210251
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,EWS,64742,71.3590844
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,EWS,98947,49.5548073
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,EWS,138364,8.7187144
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,EWS,100540,48.0589023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,EWS,69246,68.9337823
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,EWS,85364,58.8704519
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,EWS,67860,69.5976990
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,EWS,66884,69.7774101
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,EWS,89462,56.6563970
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,EWS,68338,69.3042857
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,EWS,76034,65.0367935
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,EWS,92734,54.0043616
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,EWS,84297,59.9156802
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,EWS,53945,76.8390440
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,EWS,91054,55.2985075
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,EWS,135572,12.6949825
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,EWS,135898,12.1380345
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,EWS,36571,84.7409510
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,EWS,91122,55.2985075
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,EWS,105134,44.4766130
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,EWS,116887,34.1365462
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,EWS,133472,15.6886806
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,EWS,132840,16.2396627
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,EWS,116766,34.1365462
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,EWS,115113,36.0298810
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,EWS,140429,5.0725526
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,EWS,112401,38.9045575
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,EWS,92187,54.6296296
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,EWS,105718,43.6615489
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,EWS,140955,4.1972993
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,EWS,121156,29.4111028
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,EWS,110123,39.9699925
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,EWS,87450,58.0840122
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,EWS,141259,3.8552498
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,EWS,25863,89.4065093
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,EWS,38594,84.0516274
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,EWS,95810,52.2415622
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,EWS,42252,82.2515860
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,EWS,41366,82.4643661
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,EWS,35842,85.1782223
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,EWS,39397,83.4300164
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,EWS,27487,88.7938441
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,EWS,25067,89.8061335
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,EWS,34832,85.4752553
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,EWS,61400,73.2522683
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,EWS,62547,72.3940120
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,EWS,31341,87.0718315
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,EWS,55520,76.0463981
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,EWS,25888,89.4065093
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,EWS,119182,32.3095051
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,EWS,130332,19.6543598
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,EWS,71062,67.7119280
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,EWS,106503,43.2248410
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,EWS,15418,93.8586283
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,EWS,121044,29.9996237
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,EWS,33095,86.3437564
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,EWS,45660,80.8641005
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,EWS,113853,36.6068088
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,EWS,53316,76.9213416
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,EWS,42594,82.2034564
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,EWS,55947,75.8673530
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,EWS,51725,78.0359147
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,EWS,34537,85.8062103
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,EWS,32848,86.3770498
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,EWS,44643,81.1192722
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,EWS,65144,71.2687819
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,EWS,42442,82.2266135
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,EWS,60217,73.4109953
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,EWS,33199,86.2561357
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,EWS,143032,0.4713805
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,EWS,88346,56.7405028
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,EWS,20017,91.8892630
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,EWS,112082,38.9925740
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,EWS,54994,76.6166542
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,EWS,40000,83.3758440
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,EWS,52262,77.7994669
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,EWS,135336,13.2248410
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,EWS,62125,72.6119403
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,EWS,59756,73.6426530
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,EWS,65443,71.1698646
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,EWS,42211,82.2515860
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,EWS,40701,83.1704016
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,EWS,48836,79.4628516
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,EWS,97056,50.8083922
